cs_year,complaint,date_occur,crime,description,ileads_address,ileads_street,neighborhood,region,gw_source,gw_address,gw_score,x,y
2017,17-046242,09/18/2017 19:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",3705,MORGANFORD RD,15,South,NA,NA,NA,-90.26361609686292,38.591572168308595
2017,17-046156,09/18/2017 19:50,36111,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,4142,S GRAND BLVD,16,Southeast,NA,NA,NA,-90.24392610709066,38.5814201913835
2017,17-046161,09/18/2017 20:15,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5100,PALM ST,52,North Hayden,NA,NA,NA,-90.254505687312,38.67645171949434
2017,17-046227,09/18/2017 21:00,64701,LARCENY-FROM MTR VEH UNDER $500,60,KINGSBURY PL,47,Forest Park,NA,NA,NA,-90.282060834472,38.650579468665896
2017,17-046226,09/18/2017 21:00,65701,LARCENY-MTR VEH PARTS UNDER $500,0,GASCONADE ST / I 55 SOUTHBOUND,18,Southeast,NA,NA,NA,-90.22555253851279,38.5807607146413
2017,17-046164,09/18/2017 21:05,51211,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,4607,LOUISIANA AVE,16,Southeast,NA,NA,NA,-90.24576235622277,38.57566292905095
2017,17-046163,09/18/2017 21:21,71030,AUTO THEFT-PERM RETNT/JOY RIDE,4553,S BROADWAY,17,Southeast,NA,NA,NA,-90.23470219157716,38.57277079272036
2017,17-046223,09/18/2017 21:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4440,S 39TH ST,16,Southeast,NA,NA,NA,-90.25230471626848,38.581756751597275
2017,17-046171,09/18/2017 21:42,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,301,N TUCKER BLVD,36,Downtown,NA,NA,NA,-90.19773394012711,38.630204025425186
2017,17-046272,09/18/2017 22:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999",425,CLARA AVE,47,Forest Park,NA,NA,NA,-90.28296749418534,38.65055094922112
2017,17-046203,09/18/2017 22:00,64701,LARCENY-FROM MTR VEH UNDER $500,5722,WESTMINSTER PL,46,Forest Park,NA,NA,NA,-90.28588318320953,38.65212149182526
2017,17-046181,09/18/2017 22:30,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,4032,NEBRASKA AVE,16,Southeast,NA,NA,NA,-90.23439581819531,38.582354540824085
2017,17-046393,09/18/2017 23:15,65701,LARCENY-MTR VEH PARTS UNDER $500,0,S BROADWAY / I 64 EASTBOUND,35,Downtown,NA,NA,NA,-90.19166250388007,38.62086853302659
2017,17-046348,09/19/2017 00:01,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3732,BAMBERGER AVE,15,South,NA,NA,NA,-90.24927096819158,38.59001557400892
2017,17-046179,09/19/2017 00:05,83000,ARSON-KNOWINGLY BURNING/SUCCESS,1424,BLACKSTONE AVE,78,North NonHayden,NA,NA,NA,-90.27880424903391,38.669045075231544
2017,17-046182,09/19/2017 00:21,36111,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1515,HAMPTON AVE,42,Forest Park,NA,NA,NA,-90.28858724263306,38.62362378030635
2017,17-046192,09/19/2017 01:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4371,COTTAGE AVE,57,North Hayden,NA,NA,NA,-90.24036877516816,38.6606240206002
2017,17-046187,09/19/2017 02:20,65701,LARCENY-MTR VEH PARTS UNDER $500,4900,NATURAL BRIDGE AVE,69,North Hayden,NA,NA,NA,-90.24914069718031,38.6752348860778
2017,17-046186,09/19/2017 03:28,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3600,DR MARTIN LUTHER KING DR,77,Midtown,NA,NA,NA,-90.22688271433586,38.64672098344074
2017,17-046186,09/19/2017 03:28,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3600,DR MARTIN LUTHER KING DR,77,Midtown,NA,NA,NA,-90.22688271433586,38.64672098344074
2017,17-046193,09/19/2017 05:30,82000,ARSON-2ND DEGREE/SUCCESS,5706,ERA AVE,76,North Hayden,NA,NA,NA,-90.25467101772166,38.70979267092256
2017,17-046195,09/19/2017 05:55,10000,HOMICIDE,5128,PALM ST,52,North Hayden,NA,NA,NA,-90.25558806508084,38.67666267464142
2017,17-046244,09/19/2017 07:00,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,8547,LOWELL ST,74,North NonHayden,NA,NA,NA,-90.22816135495376,38.71897118466878
2017,17-046249,09/19/2017 08:00,69602,"LARCENY-ALL OTHER $500 - $24,999",5784,W FLORISSANT AVE,72,North Hayden,NA,NA,NA,-90.24786387403464,38.704393512679836
2017,17-046408,09/19/2017 08:00,69702,LARCENY-ALL OTHER UNDER $500,3948,BLAINE AVE,28,Midtown,NA,NA,NA,-90.24569552506114,38.61969961951283
2017,17-046299,09/19/2017 08:10,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5620,BARTMER AVE,48,North NonHayden,NA,NA,NA,-90.28167896126163,38.66229555063283
2017,17-046450,09/19/2017 09:00,65601,"LARCENY-MTR VEH PARTS $500 - $24,999",3842,ST LOUIS AVE,59,North NonHayden,NA,NA,NA,-90.22596157570275,38.65754320081514
2017,17-046211,09/19/2017 09:07,63701,LARCENY-SHOPLIFT UNDER $500,315,N 9TH ST,35,Downtown,NA,NA,NA,-90.19345051028897,38.628981931473625
2017,17-046219,09/19/2017 09:10,63701,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25,South,NA,NA,NA,-90.24254774832016,38.59465808780812
2017,17-046220,09/19/2017 09:25,31111,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,5030,NATURAL BRIDGE AVE,52,North Hayden,NA,NA,NA,-90.25325395169193,38.67649576572412
2017,17-046243,09/19/2017 09:25,67701,LARCENY-FROM BUILDING UNDER $500,4339,ARCO AVE,39,Midtown,NA,NA,NA,-90.25794902990852,38.62827092215717
2017,17-046329,09/19/2017 09:30,64701,LARCENY-FROM MTR VEH UNDER $500,874,RIVERTRAIL CT,74,North NonHayden,NA,NA,NA,-90.2237644484712,38.72851103187834
2017,17-046257,09/19/2017 09:59,63701,LARCENY-SHOPLIFT UNDER $500,3202,S KINGSHIGHWAY BLVD,15,South,NA,NA,NA,-90.26961597556796,38.60267771587998
2017,17-046413,09/19/2017 10:00,51130,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,5849,PLYMOUTH AVE,48,North NonHayden,NA,NA,NA,-90.2866254879331,38.66536087151632
2017,17-046233,09/19/2017 10:00,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3671,WILMINGTON AVE,3,South,NA,NA,NA,-90.258569441774,38.567338244793625
2017,17-046473,09/19/2017 10:30,69602,"LARCENY-ALL OTHER $500 - $24,999",4800,GREER AVE,55,North Hayden,NA,NA,NA,-90.24967108188214,38.67029065653468
