cs_year,complaint,date_occur,crime,description,ileads_address,ileads_street,neighborhood,region,gw_source,gw_address,gw_score,x,y
2018,18-000032,01/01/2018 00:14,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,503,ROBERT AVE,1,South,NA,NA,NA,-90.25874508493779,38.55246295335554
2018,18-000097,01/01/2018 00:29,67701,LARCENY-FROM BUILDING UNDER $500,511,CLARK AVE,35,Downtown,NA,NA,NA,-90.19103802247713,38.62332723075513
2018,18-004826,01/01/2018 00:30,21000,RAPE -- FORCIBLE,6700,PLAINVIEW AVE,9,South,"city api, batch",6700 Plainview Ave,100,-90.3068996214689,38.590086735361695
2018,18-000709,01/01/2018 01:00,21000,RAPE -- FORCIBLE,4300,KENNERLY AVE,57,North Hayden,"city api, batch",4300 Kennerly Ave,100,-90.23942098680605,38.661309979640386
2018,18-000281,01/01/2018 01:00,67601,"LARCENY-FROM BUILDING $500 - $24,999",1000,S VANDEVENTER AVE,28,Midtown,NA,NA,NA,-90.24753829617418,38.62819949522521
2018,18-000402,01/01/2018 01:00,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3720,LACLEDE AVE,37,Midtown,NA,NA,NA,-90.23848929539442,38.63506638439068
2018,18-000029,01/01/2018 01:15,67601,"LARCENY-FROM BUILDING $500 - $24,999",14,MARYLAND PLZ,38,Midtown,NA,NA,NA,-90.26144655872888,38.644709676221744
2018,18-000026,01/01/2018 01:18,52212,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4140,S BROADWAY,16,Southeast,NA,NA,NA,-90.22849998329491,38.58034196754725
2018,18-000199,01/01/2018 01:30,67701,LARCENY-FROM BUILDING UNDER $500,1000,SPRUCE ST,35,Downtown,NA,NA,NA,-90.19736836272213,38.623401439285054
2018,18-000078,01/01/2018 02:32,67601,"LARCENY-FROM BUILDING $500 - $24,999",711,N BROADWAY,35,Downtown,NA,NA,NA,-90.18842877555548,38.63120109703405
2018,18-000472,01/01/2018 03:20,44013,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",1025,SPRUCE ST,35,Downtown,NA,NA,NA,-90.19763584356552,38.62413803745029
2018,18-000044,01/01/2018 04:00,41014,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4919,SUBURBAN TRACKS ST,53,North NonHayden,NA,NA,NA,-90.26086117031545,38.654494909314614
2018,18-000044,01/01/2018 04:00,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4919,SUBURBAN TRACKS ST,53,North NonHayden,NA,NA,NA,-90.26086117031545,38.654494909314614
2018,19-024422,01/01/2018 06:00,21000,RAPE -- FORCIBLE,5500,CLEMENS AVE,48,North NonHayden,"city api, batch",5500 Clemens Ave,100,-90.27873984948867,38.65597543701777
2018,18-001528,01/01/2018 07:00,67601,"LARCENY-FROM BUILDING $500 - $24,999",4142,JUNIATA ST,15,South,NA,NA,NA,-90.25704013912345,38.60185596216545
2018,18-000056,01/01/2018 07:32,67701,LARCENY-FROM BUILDING UNDER $500,5461,DELMAR BLVD,49,North NonHayden,NA,NA,NA,-90.27814927079073,38.654062168769954
2018,18-052108,01/01/2018 08:00,67701,LARCENY-FROM BUILDING UNDER $500,5500,WREN AVE,72,North Hayden,NA,NA,NA,-90.2472484841208,38.701319537988645
2018,18-004642,01/01/2018 08:00,67701,LARCENY-FROM BUILDING UNDER $500,600,N KINGSHIGHWAY BLVD,38,Midtown,NA,NA,NA,-90.26299619513179,38.65078678399952
2018,18-000157,01/01/2018 08:00,71030,AUTO THEFT-PERM RETNT/JOY RIDE,5548,WATERMAN BLVD,47,Forest Park,NA,NA,NA,-90.27996836089099,38.64905706229092
2018,18-000205,01/01/2018 08:00,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3805,MCDONALD AVE,15,South,NA,NA,NA,-90.24734941281483,38.59672525816769
2018,18-010453,01/01/2018 08:12,65701,LARCENY-MTR VEH PARTS UNDER $500,5434,EMERSON AVE,71,North Hayden,NA,NA,NA,-90.24257726072216,38.69601253118843
2018,18-000133,01/01/2018 09:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3431,UNION BLVD,50,North Hayden,NA,NA,NA,-90.25942625453013,38.67852960543701
2018,18-010486,01/01/2018 09:00,21000,RAPE -- FORCIBLE,1500,N 8TH ST,63,North NonHayden,"city api, batch","1500 N Eighth St, 63106",100,-90.1881887685424,38.640104004384355
2018,18-005729,01/01/2018 09:00,65701,LARCENY-MTR VEH PARTS UNDER $500,4515,LINDELL BLVD,38,Midtown,NA,NA,NA,-90.25837332976299,38.64306955036956
2018,18-000059,01/01/2018 09:25,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4650,MICHIGAN AVE,17,Southeast,NA,NA,NA,-90.24015436211702,38.571587163001595
2018,18-000064,01/01/2018 09:50,69702,LARCENY-ALL OTHER UNDER $500,2900,N PRAIRIE AVE,59,North NonHayden,NA,NA,NA,-90.22433167688105,38.6571988787948
2018,18-000145,01/01/2018 10:00,65701,LARCENY-MTR VEH PARTS UNDER $500,0,CONVENTION PZ / N TUCKER BLVD,36,Downtown,NA,NA,NA,-90.19618756991086,38.63330565182832
2018,18-000255,01/01/2018 10:14,67601,"LARCENY-FROM BUILDING $500 - $24,999",1342,MONTCLAIR AVE,78,North NonHayden,NA,NA,NA,-90.2775473565775,38.66536867222716
2018,18-000394,01/01/2018 10:30,67701,LARCENY-FROM BUILDING UNDER $500,1,BARNES JEWISH HOSPITAL PLZ,38,Midtown,NA,NA,NA,-90.26478106188067,38.63501785230494
2018,18-009599,01/01/2018 10:39,67601,"LARCENY-FROM BUILDING $500 - $24,999",5931,MCARTHUR AVE,70,North NonHayden,NA,NA,NA,-90.27220685783666,38.689494844381024
2018,18-000072,01/01/2018 10:53,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,1619,KNAPP ST,60,North NonHayden,NA,NA,NA,-90.20396403597216,38.64552293376981
2018,18-000080,01/01/2018 11:20,63701,LARCENY-SHOPLIFT UNDER $500,1400,N GRAND BLVD,59,North NonHayden,NA,NA,NA,-90.22643473728117,38.64675837948992
2018,18-000632,01/01/2018 11:30,51112,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3951,COOK AVE,58,North NonHayden,NA,NA,NA,-90.23619175136268,38.64879628747415
2018,18-000090,01/01/2018 11:30,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,1529,ETON LN,73,North NonHayden,NA,NA,NA,-90.24376136388997,38.71325105035211
2018,18-002353,01/01/2018 12:00,43025,ASSLT-AGGRAV-OTH-WPN-2ND-CHILD-DOMESTIC,4128,TURNER AVE,68,North Hayden,NA,NA,NA,-90.23003092513181,38.6726386524246
2018,18-003635,01/01/2018 12:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1636,HORNSBY AVE,73,North NonHayden,NA,NA,NA,-90.24423680384544,38.719487983091476
2018,18-001550,01/01/2018 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500,3729,NEOSHO ST,16,Southeast,NA,NA,NA,-90.25114559866851,38.577638946946244
2018,18-008842,01/01/2018 12:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,7125,S GRAND AVE,1,South,NA,NA,NA,-90.26384138155761,38.55685863641271
2018,18-003804,01/01/2018 12:00,67701,LARCENY-FROM BUILDING UNDER $500,6274,GOENER AVE,4,South,NA,NA,NA,-90.27947644054484,38.573127868319396
2018,18-000458,01/01/2018 13:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,5017,MAPLE AVE,51,North NonHayden,NA,NA,NA,-90.2629277744738,38.65922207766702
2018,18-000106,01/01/2018 13:25,64601,"LARCENY-FROM MTR VEH $500 - $24,999",101,MORGAN ST,35,Downtown,NA,NA,NA,-90.18306863821834,38.63061829560518
2018,18-000144,01/01/2018 14:00,67701,LARCENY-FROM BUILDING UNDER $500,4012,ITASKA ST,5,South,NA,NA,NA,-90.26045955804572,38.57965742611601
2018,18-000110,01/01/2018 14:15,64701,LARCENY-FROM MTR VEH UNDER $500,3453,UNION BLVD,52,North Hayden,NA,NA,NA,-90.25912574267531,38.67799353683911
2018,18-000113,01/01/2018 14:20,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 6TH ST / LUCAS AVE,35,Downtown,NA,NA,NA,-90.18904646768726,38.63116155156701
2018,18-033933,01/01/2018 15:00,65701,LARCENY-MTR VEH PARTS UNDER $500,3157,SUBLETTE AVE,13,South,NA,NA,NA,-90.28179235119657,38.60388729682686
2018,18-000112,01/01/2018 15:02,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1624,CLARA AVE,50,North Hayden,NA,NA,NA,-90.27428605834322,38.671362222863536
2018,18-000162,01/01/2018 15:40,65701,LARCENY-MTR VEH PARTS UNDER $500,1617,BURD AVE,50,North Hayden,NA,NA,NA,-90.27394022980789,38.67084257953332
2018,18-000131,01/01/2018 15:40,71030,AUTO THEFT-PERM RETNT/JOY RIDE,3424,NEBRASKA AVE,19,Southeast,NA,NA,NA,-90.23213086336315,38.59331665974745
2018,18-059860,01/01/2018 15:41,67701,LARCENY-FROM BUILDING UNDER $500,3512,ILLINOIS AVE,18,Southeast,NA,NA,NA,-90.22218093570355,38.5905667484465
2018,18-000126,01/01/2018 15:55,41013,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,0,S BROADWAY / HICKORY ST,34,Downtown,NA,NA,NA,-90.19421959995344,38.6151307727847
2018,18-000245,01/01/2018 16:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4235,RED BUD AVE,68,North Hayden,NA,NA,NA,-90.22753733915906,38.67421176197207
2018,18-002180,01/01/2018 16:00,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,920,BAYARD AVE,53,North NonHayden,NA,NA,NA,-90.25813583680214,38.65466229849962
2018,18-000238,01/01/2018 16:00,65701,LARCENY-MTR VEH PARTS UNDER $500,4040,PECK ST,67,North NonHayden,NA,NA,NA,-90.21283966557651,38.66395086894909
2018,18-039745,01/01/2018 16:00,65701,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,NA,NA,NA,NA,NA,NA,NA
2018,18-000294,01/01/2018 16:30,67701,LARCENY-FROM BUILDING UNDER $500,8946,HALLS FERRY RD,74,North NonHayden,NA,NA,NA,-90.23862903380922,38.72058217023834
2018,18-000153,01/01/2018 17:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5082,QUEENS AVE,71,North Hayden,NA,NA,NA,-90.24277156605577,38.688621021530366
2018,18-000142,01/01/2018 17:00,10000,HOMICIDE,5972,KENNERLY AVE,50,North NonHayden,NA,NA,NA,-90.28185622205132,38.679015681037825
2018,18-000142,01/01/2018 17:00,10000,HOMICIDE,5972,KENNERLY AVE,50,North NonHayden,NA,NA,NA,-90.28185622205132,38.679015681037825
2018,18-000134,01/01/2018 17:10,51111,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,6131,KINGSBURY AVE,46,Forest Park,NA,NA,NA,-90.29757076221036,38.65277385986477
2018,18-000134,01/01/2018 17:10,32211,ROBBERY-RESIDENCE  /KNIFE USED/SUCCESSFUL,6131,KINGSBURY,46,Forest Park,"city api, candidate","6131 Kingsbury Ave, 63112",90.92,-90.29757313766201,38.65277346354822
2018,18-000203,01/01/2018 17:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,BREMEN AVE / N FLORISSANT AVE,65,North NonHayden,NA,NA,NA,-90.20612661791543,38.66160567064282
2018,18-000154,01/01/2018 17:30,64601,"LARCENY-FROM MTR VEH $500 - $24,999",4949,BARNES JEWISH HOSPITAL PLZ,38,Midtown,NA,NA,NA,-90.26478106188067,38.63501785230494
2018,18-000140,01/01/2018 17:50,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,661,N EUCLID AVE,53,North NonHayden,NA,NA,NA,-90.26041466919354,38.651451527636354
2018,18-000193,01/01/2018 18:00,72113,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,8838,RIVERVIEW BLVD,74,North NonHayden,NA,NA,NA,-90.24038096934952,38.719097807929494
2018,18-000159,01/01/2018 19:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,16,S EUCLID AVE,38,Midtown,NA,NA,NA,-90.26211860489195,38.640325818760225
2018,18-000152,01/01/2018 19:10,31112,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,5909,DR MARTIN LUTHER KING DR,50,North NonHayden,NA,NA,NA,-90.28280595449614,38.67424232912493
2018,18-000166,01/01/2018 19:33,64601,"LARCENY-FROM MTR VEH $500 - $24,999",999,N 2ND ST,35,Downtown,NA,NA,NA,-90.18411985543732,38.63285905980725
2018,18-000310,01/01/2018 20:00,63701,LARCENY-SHOPLIFT UNDER $500,3717,N GRAND BLVD,83,North Hayden,NA,NA,NA,-90.22152997842274,38.66564413514198
2018,18-000164,01/01/2018 20:00,64701,LARCENY-FROM MTR VEH UNDER $500,5966,HARNEY AVE,76,North Hayden,NA,NA,NA,-90.25322164473195,38.705890466193644
2018,18-000168,01/01/2018 21:15,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1417,N 19TH ST,61,North NonHayden,NA,NA,NA,-90.20369722460065,38.64254843650734
2018,18-000163,01/01/2018 21:18,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,5311,GILSON AVE,5,South,NA,NA,NA,-90.27159314595747,38.581345646068335
2018,18-027408,01/01/2018 21:30,21000,RAPE -- FORCIBLE,6400,WEST PARK AVE,42,Forest Park,"city api, batch","6400 West Park Ave, 63139",100,-90.29332444762565,38.626940607697236
2018,18-000165,01/01/2018 21:52,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4533,LABADIE AVE,56,North Hayden,NA,NA,NA,-90.24369782417162,38.66712817089055
2018,18-000346,01/01/2018 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500,0,BATES ST / TENNESSEE AVE,1,South,NA,NA,NA,-90.25311569929033,38.568038619723325
2018,18-000297,01/01/2018 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500,0,BATES ST / S GRAND BLVD,1,South,NA,NA,NA,-90.25419594370794,38.56860243967143
2018,18-000175,01/01/2018 22:30,72140,AUTO THEFT-TRUCK/PERM RETNT/ATTEMPT,5772,W FLORISSANT AVE,72,North Hayden,NA,NA,NA,-90.24757663426587,38.70406338676172
2018,18-000197,01/01/2018 22:30,64701,LARCENY-FROM MTR VEH UNDER $500,721,N 6TH ST,35,Downtown,NA,NA,NA,-90.18904646768726,38.63116155156701
2018,18-000174,01/01/2018 23:23,38111,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,4374,WEST BELLE PL,58,North NonHayden,NA,NA,NA,-90.24895430695398,38.650669623734004
2018,18-000178,01/01/2018 23:50,43012,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,4431,S 38TH ST,16,Southeast,NA,NA,NA,-90.25006005740055,38.580590445969726
2018,18-000191,01/02/2018 00:01,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1408,E LINTON AVE,66,North NonHayden,NA,NA,NA,-90.20892766457924,38.67700069551848
2018,18-000190,01/02/2018 01:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3143,BRANTNER PL,59,North NonHayden,NA,NA,NA,-90.22398527476119,38.64562405642389
2018,18-000184,01/02/2018 03:31,71030,AUTO THEFT-PERM RETNT/JOY RIDE,0,DR MARTIN LUTHER KING DR / HAM,78,North NonHayden,NA,NA,NA,-90.28252095669374,38.67373655378994
2018,18-028781,01/02/2018 03:57,67701,LARCENY-FROM BUILDING UNDER $500,3252,WATSON RD,9,South,NA,NA,NA,-90.2973890623953,38.604124030268515
2018,19-000365,01/02/2018 08:00,67701,LARCENY-FROM BUILDING UNDER $500,713,BITTNER ST,74,North NonHayden,NA,NA,NA,-90.22904439636451,38.71104313534655
2018,18-000320,01/02/2018 08:00,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3119,CHIPPEWA ST,19,Southeast,NA,NA,NA,-90.23651861573543,38.587711176907916
2018,18-000273,01/02/2018 08:13,68701,LARCENY-FROM COIN MACH UNDER $500,707,N KINGSHIGHWAY BLVD,51,North NonHayden,NA,NA,NA,-90.26379946918782,38.651960912514944
2018,18-000348,01/02/2018 08:20,51312,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1108,TAMM AVE,42,Forest Park,NA,NA,NA,-90.29237392535434,38.62968257628353
2018,18-000284,01/02/2018 08:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,I 70 EASTBOUND / N KINGSHIGHWA,84,North Hayden,NA,NA,NA,-90.24586685692306,38.68615648498531
2018,18-000196,01/02/2018 08:30,64701,LARCENY-FROM MTR VEH UNDER $500,4610,CHIPPEWA ST,5,South,NA,NA,NA,-90.27069849670846,38.59041099653415
2018,18-000910,01/02/2018 09:00,64601,"LARCENY-FROM MTR VEH $500 - $24,999",0,N 7TH ST / PINE ST,35,Downtown,NA,NA,NA,-90.19150962495834,38.627631330453745
2018,18-003723,01/02/2018 11:20,65701,LARCENY-MTR VEH PARTS UNDER $500,6200,VERMONT AVE,1,South,NA,NA,NA,-90.25121603030877,38.56046181397851
2018,18-000261,01/02/2018 11:50,63701,LARCENY-SHOPLIFT UNDER $500,3430,S GRAND BLVD,25,South,NA,NA,NA,-90.24254774832016,38.59465808780812
2018,18-001738,01/02/2018 12:00,65701,LARCENY-MTR VEH PARTS UNDER $500,2611,N SPRING AVE,59,North NonHayden,NA,NA,NA,-90.22414033210647,38.65458707045503
2018,18-000246,01/02/2018 12:01,67601,"LARCENY-FROM BUILDING $500 - $24,999",4343,W FLORISSANT AVE,68,North Hayden,NA,NA,NA,-90.22467635364643,38.680589271937336
2018,18-000265,01/02/2018 12:50,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3646,MONTANA ST,16,Southeast,NA,NA,NA,-90.24645761692257,38.58326548380366
2018,18-000432,01/02/2018 13:15,69702,LARCENY-ALL OTHER UNDER $500,4399,FOREST PARK AVE,38,Midtown,NA,NA,NA,-90.25479603160655,38.63815241061719
2018,18-000280,01/02/2018 13:30,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,CORA AVE / DR MARTIN LUTHER KI,56,North Hayden,NA,NA,NA,-90.25169285154901,38.659418441022886
2018,18-000275,01/02/2018 13:50,71030,AUTO THEFT-PERM RETNT/JOY RIDE,5621,WATERMAN BLVD,47,Forest Park,NA,NA,NA,-90.28244131904798,38.64993214165242
2018,18-000665,01/02/2018 14:00,67601,"LARCENY-FROM BUILDING $500 - $24,999",6315,EMMA AVE,76,North NonHayden,NA,NA,NA,-90.25908134096674,38.70847008756771
2018,18-000272,01/02/2018 14:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1235,N GRAND BLVD,77,Midtown,NA,NA,NA,-90.2277819396599,38.64578123170829
2018,18-000274,01/02/2018 14:02,51122,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4202,CALIFORNIA AVE,17,Southeast,NA,NA,NA,-90.23281627812412,38.57925187523293
2018,18-000282,01/02/2018 14:27,51121,BURGLARY-RESIDENCE/DAY/UNLAW ENT/OCCUPIED,5435,DR MARTIN LUTHER KING DR,50,North Hayden,NA,NA,NA,-90.27155563831927,38.66819913418925
2018,18-000453,01/02/2018 14:30,65701,LARCENY-MTR VEH PARTS UNDER $500,5501,LOUISIANA AVE,1,South,NA,NA,NA,-90.25156238539336,38.56875504664172
2018,18-000323,01/02/2018 15:00,51322,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5006,ALCOTT AVE,72,North Hayden,NA,NA,NA,-90.25048788380207,38.69278952708912
2018,18-000324,01/02/2018 15:00,65701,LARCENY-MTR VEH PARTS UNDER $500,406,CLARA AVE,47,Forest Park,NA,NA,NA,-90.28244131904798,38.64993214165242
2018,18-000304,01/02/2018 15:21,62701,LARCENY-PURSESNATCH UNDER $500,7000,MANCHESTER AVE,10,South,NA,NA,NA,-90.30932757858706,38.61627561782337
2018,18-000291,01/02/2018 15:37,63701,LARCENY-SHOPLIFT UNDER $500,2500,S JEFFERSON AVE,23,South,NA,NA,NA,-90.2224365139014,38.606512990844074
2018,18-000355,01/02/2018 16:00,67701,LARCENY-FROM BUILDING UNDER $500,3308,WINNEBAGO ST,19,Southeast,NA,NA,NA,-90.2395123175181,38.589269333632586
2018,18-000457,01/02/2018 17:00,52322,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,4701,S GRAND BLVD,16,Southeast,NA,NA,NA,-90.25120671846985,38.57523307957885
2018,18-000325,01/02/2018 17:00,65701,LARCENY-MTR VEH PARTS UNDER $500,5518,TENNESSEE AVE,1,South,NA,NA,NA,-90.25238071850931,38.56858598253819
2018,18-000314,01/02/2018 17:05,36111,ROBBERY-COMMERCE PL/FIREARM USED/SUCCESS,1330,AUBERT AVE,53,North NonHayden,NA,NA,NA,-90.26000139275111,38.66113000697215
2018,18-000388,01/02/2018 17:30,69602,"LARCENY-ALL OTHER $500 - $24,999",0,S BROADWAY / UPTON ST,2,South,NA,NA,NA,-90.25620285028111,38.548841535265304
2018,18-000315,01/02/2018 17:45,72130,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,981,S SKINKER BLVD,45,Forest Park,NA,NA,NA,-90.30498557929272,38.63318335933362
2018,19-000413,01/02/2018 18:00,64711,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5447,BEACON AVE,72,North Hayden,NA,NA,NA,-90.24607283596289,38.69795602505453
2018,18-001146,01/02/2018 18:00,69702,LARCENY-ALL OTHER UNDER $500,5933,HAMILTON TER,78,North NonHayden,NA,NA,NA,-90.28538381362165,38.66914520169529
2018,18-001144,01/02/2018 18:00,69702,LARCENY-ALL OTHER UNDER $500,5929,HAMILTON TER,78,North NonHayden,NA,NA,NA,-90.28538381362165,38.66914520169529
2018,18-003573,01/02/2018 18:30,71030,AUTO THEFT-PERM RETNT/JOY RIDE,930,HOLLY HILLS AVE,1,South,NA,NA,NA,-90.25650849382764,38.560961446741196
2018,18-000326,01/02/2018 18:35,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5588,DR MARTIN LUTHER KING DR,78,North NonHayden,NA,NA,NA,-90.27559634888716,38.66969523553742
2018,18-000349,01/02/2018 19:00,64701,LARCENY-FROM MTR VEH UNDER $500,0,N 20TH ST / MARKET ST,36,Downtown,NA,NA,NA,-90.20906443422808,38.63003778825838
2018,19-000484,01/02/2018 19:15,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3523,BINGHAM AVE,16,Southeast,NA,NA,NA,-90.24363256836794,38.57916622785729
2018,18-000335,01/02/2018 20:10,31211,ROBBERY-HIGHWAY    /KNIFE USED/SUCCESSFUL,3236,ITASKA ST,16,Southeast,NA,NA,NA,-90.2431203899172,38.571321586194976
2018,18-000401,01/02/2018 20:30,52312,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1823,MCLARAN AVE,73,North NonHayden,NA,NA,NA,-90.25014172604985,38.71866600391916
2018,18-000375,01/02/2018 21:00,71013,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1000,WASHINGTON AVE,35,Downtown,NA,NA,NA,-90.19447892209907,38.630975411423044
2018,18-000338,01/02/2018 21:05,41016,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,6401,MICHIGAN AVE,1,South,NA,NA,NA,-90.25137993514953,38.55795757807177
2018,18-000339,01/02/2018 21:20,42011,AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE,3800,N EUCLID AVE,69,North Hayden,NA,NA,NA,-90.24825980039513,38.67621602508363
2018,18-000344,01/02/2018 21:26,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1700,CLARK AVE,36,Downtown,NA,NA,NA,-90.20633064275943,38.62578302197955
2018,18-000353,01/02/2018 21:30,41021,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4938,GOODFELLOW BLVD,76,North Hayden,NA,NA,NA,-90.26389550072659,38.70055802699457
2018,18-000353,01/02/2018 21:30,41011,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4938,GOODFELLOW BLVD,76,North Hayden,NA,NA,NA,-90.26389550072659,38.70055802699457
2018,18-000644,01/02/2018 22:00,67701,LARCENY-FROM BUILDING UNDER $500,4214,OLIVE ST,38,Midtown,NA,NA,NA,-90.24743409231101,38.644529238765436
2018,18-000405,01/02/2018 22:00,65701,LARCENY-MTR VEH PARTS UNDER $500,5500,TENNESSEE AVE,1,South,NA,NA,NA,-90.25202707869131,38.569000970602666
